design_name,clock_frequency_mhz,toggle_rate,static_probability,cell_count,seq_cell_count,total_area,logic_depth,dynamic_power,leakage_power,power_units,vdd,temperature,process,pvt_corner
full_half_add_1bit,750,0.10,0.10,11,0,0.137088,4,831.6083,582.0348,nW/pW,0.60,25,TT,saed05rvt_base_tt0p60v25c
full_half_add_1bit,750,0.10,0.37,11,0,0.137088,4,866.8639,603.8771,nW/pW,0.60,25,TT,saed05rvt_base_tt0p60v25c
full_half_add_1bit,750,0.10,0.63,11,0,0.137088,4,891.0124,626.4241,nW/pW,0.60,25,TT,saed05rvt_base_tt0p60v25c
full_half_add_1bit,750,0.10,0.90,11,0,0.137088,4,908.0932,707.0391,nW/pW,0.60,25,TT,saed05rvt_base_tt0p60v25c
full_half_add_1bit,750,0.37,0.10,11,0,0.137088,4,2.9745,577.9578,uW/pW,0.60,25,TT,saed05rvt_base_tt0p60v25c
full_half_add_1bit,750,0.37,0.37,11,0,0.137088,4,3.1039,603.4411,uW/pW,0.60,25,TT,saed05rvt_base_tt0p60v25c
full_half_add_1bit,750,0.37,0.63,11,0,0.137088,4,3.1984,626.8406,uW/pW,0.60,25,TT,saed05rvt_base_tt0p60v25c
full_half_add_1bit,750,0.37,0.90,11,0,0.137088,4,3.2430,706.5553,uW/pW,0.60,25,TT,saed05rvt_base_tt0p60v25c
full_half_add_1bit,750,0.63,0.10,11,0,0.137088,4,4.9654,562.3824,uW/pW,0.60,25,TT,saed05rvt_base_tt0p60v25c
full_half_add_1bit,750,0.63,0.37,11,0,0.137088,4,5.1395,603.1646,uW/pW,0.60,25,TT,saed05rvt_base_tt0p60v25c
full_half_add_1bit,750,0.63,0.63,11,0,0.137088,4,5.3009,627.1118,uW/pW,0.60,25,TT,saed05rvt_base_tt0p60v25c
full_half_add_1bit,750,0.63,0.90,11,0,0.137088,4,5.3163,708.5178,uW/pW,0.60,25,TT,saed05rvt_base_tt0p60v25c
full_half_add_1bit,750,0.90,0.10,11,0,0.137088,4,6.9869,546.5287,uW/pW,0.60,25,TT,saed05rvt_base_tt0p60v25c
full_half_add_1bit,750,0.90,0.37,11,0,0.137088,4,7.1419,604.0391,uW/pW,0.60,25,TT,saed05rvt_base_tt0p60v25c
full_half_add_1bit,750,0.90,0.63,11,0,0.137088,4,7.3818,626.4167,uW/pW,0.60,25,TT,saed05rvt_base_tt0p60v25c
full_half_add_1bit,750,0.90,0.90,11,0,0.137088,4,7.3637,714.6369,uW/pW,0.60,25,TT,saed05rvt_base_tt0p60v25c
full_half_add_1bit,900,0.10,0.10,11,0,0.137088,4,833.2737,582.0388,nW/pW,0.60,25,TT,saed05rvt_base_tt0p60v25c
full_half_add_1bit,900,0.10,0.37,11,0,0.137088,4,869.5859,604.1976,nW/pW,0.60,25,TT,saed05rvt_base_tt0p60v25c
full_half_add_1bit,900,0.10,0.63,11,0,0.137088,4,894.7635,625.1310,nW/pW,0.60,25,TT,saed05rvt_base_tt0p60v25c
full_half_add_1bit,900,0.10,0.90,11,0,0.137088,4,909.7782,707.0381,nW/pW,0.60,25,TT,saed05rvt_base_tt0p60v25c
full_half_add_1bit,900,0.37,0.10,11,0,0.137088,4,2.9892,581.7390,uW/pW,0.60,25,TT,saed05rvt_base_tt0p60v25c
full_half_add_1bit,900,0.37,0.37,11,0,0.137088,4,3.1235,603.7736,uW/pW,0.60,25,TT,saed05rvt_base_tt0p60v25c
full_half_add_1bit,900,0.37,0.63,11,0,0.137088,4,3.2170,627.1970,uW/pW,0.60,25,TT,saed05rvt_base_tt0p60v25c
full_half_add_1bit,900,0.37,0.90,11,0,0.137088,4,3.2735,706.9554,uW/pW,0.60,25,TT,saed05rvt_base_tt0p60v25c
full_half_add_1bit,900,0.63,0.10,11,0,0.137088,4,5.0027,568.6334,uW/pW,0.60,25,TT,saed05rvt_base_tt0p60v25c
full_half_add_1bit,900,0.63,0.37,11,0,0.137088,4,5.1954,603.3228,uW/pW,0.60,25,TT,saed05rvt_base_tt0p60v25c
full_half_add_1bit,900,0.63,0.63,11,0,0.137088,4,5.3561,627.2025,uW/pW,0.60,25,TT,saed05rvt_base_tt0p60v25c
full_half_add_1bit,900,0.63,0.90,11,0,0.137088,4,5.3947,707.1458,uW/pW,0.60,25,TT,saed05rvt_base_tt0p60v25c
full_half_add_1bit,900,0.90,0.10,11,0,0.137088,4,7.0426,555.1321,uW/pW,0.60,25,TT,saed05rvt_base_tt0p60v25c
full_half_add_1bit,900,0.90,0.37,11,0,0.137088,4,7.2484,603.6176,uW/pW,0.60,25,TT,saed05rvt_base_tt0p60v25c
full_half_add_1bit,900,0.90,0.63,11,0,0.137088,4,7.4849,626.9153,uW/pW,0.60,25,TT,saed05rvt_base_tt0p60v25c
full_half_add_1bit,900,0.90,0.90,11,0,0.137088,4,7.4857,710.9522,uW/pW,0.60,25,TT,saed05rvt_base_tt0p60v25c
full_half_add_1bit,1000,0.10,0.10,11,0,0.137088,4,834.2607,581.7808,nW/pW,0.60,25,TT,saed05rvt_base_tt0p60v25c
full_half_add_1bit,1000,0.10,0.37,11,0,0.137088,4,870.9918,603.4366,nW/pW,0.60,25,TT,saed05rvt_base_tt0p60v25c
full_half_add_1bit,1000,0.10,0.63,11,0,0.137088,4,895.6127,627.0925,nW/pW,0.60,25,TT,saed05rvt_base_tt0p60v25c
full_half_add_1bit,1000,0.10,0.90,11,0,0.137088,4,909.8981,706.9919,nW/pW,0.60,25,TT,saed05rvt_base_tt0p60v25c
full_half_add_1bit,1000,0.37,0.10,11,0,0.137088,4,3.0005,582.3052,uW/pW,0.60,25,TT,saed05rvt_base_tt0p60v25c
full_half_add_1bit,1000,0.37,0.37,11,0,0.137088,4,3.1378,603.1505,uW/pW,0.60,25,TT,saed05rvt_base_tt0p60v25c
full_half_add_1bit,1000,0.37,0.63,11,0,0.137088,4,3.2308,627.5526,uW/pW,0.60,25,TT,saed05rvt_base_tt0p60v25c
full_half_add_1bit,1000,0.37,0.90,11,0,0.137088,4,3.2878,706.9945,uW/pW,0.60,25,TT,saed05rvt_base_tt0p60v25c
full_half_add_1bit,1000,0.63,0.10,11,0,0.137088,4,5.0207,571.8749,uW/pW,0.60,25,TT,saed05rvt_base_tt0p60v25c
full_half_add_1bit,1000,0.63,0.37,11,0,0.137088,4,5.2229,604.1797,uW/pW,0.60,25,TT,saed05rvt_base_tt0p60v25c
full_half_add_1bit,1000,0.63,0.63,11,0,0.137088,4,5.3862,626.7089,uW/pW,0.60,25,TT,saed05rvt_base_tt0p60v25c
full_half_add_1bit,1000,0.63,0.90,11,0,0.137088,4,5.4334,706.7599,uW/pW,0.60,25,TT,saed05rvt_base_tt0p60v25c
full_half_add_1bit,1000,0.90,0.10,11,0,0.137088,4,7.0737,559.7148,uW/pW,0.60,25,TT,saed05rvt_base_tt0p60v25c
full_half_add_1bit,1000,0.90,0.37,11,0,0.137088,4,7.3077,603.2442,uW/pW,0.60,25,TT,saed05rvt_base_tt0p60v25c
full_half_add_1bit,1000,0.90,0.63,11,0,0.137088,4,7.5405,626.9133,uW/pW,0.60,25,TT,saed05rvt_base_tt0p60v25c
full_half_add_1bit,1000,0.90,0.90,11,0,0.137088,4,7.5523,709.3077,uW/pW,0.60,25,TT,saed05rvt_base_tt0p60v25c
full_half_add_1bit,10,0.10,0.10,11,0,0.137088,4,836.9774,45.1718,nW/nW,0.60,125,TT,saed05rvt_base_tt0p60v125c
full_half_add_1bit,10,0.10,0.37,11,0,0.137088,4,835.9392,59.3053,nW/nW,0.60,125,TT,saed05rvt_base_tt0p60v125c
full_half_add_1bit,10,0.10,0.63,11,0,0.137088,4,834.9395,74.4412,nW/nW,0.60,125,TT,saed05rvt_base_tt0p60v125c
full_half_add_1bit,10,0.10,0.90,11,0,0.137088,4,833.9014,91.7440,nW/nW,0.60,125,TT,saed05rvt_base_tt0p60v125c
full_half_add_1bit,10,0.37,0.10,11,0,0.137088,4,3.0631,45.1718,uW/nW,0.60,125,TT,saed05rvt_base_tt0p60v125c
full_half_add_1bit,10,0.37,0.37,11,0,0.137088,4,3.0592,59.3053,uW/nW,0.60,125,TT,saed05rvt_base_tt0p60v125c
full_half_add_1bit,10,0.37,0.63,11,0,0.137088,4,3.0555,74.4412,uW/nW,0.60,125,TT,saed05rvt_base_tt0p60v125c
full_half_add_1bit,10,0.37,0.90,11,0,0.137088,4,3.0517,91.7440,uW/nW,0.60,125,TT,saed05rvt_base_tt0p60v125c
full_half_add_1bit,10,0.63,0.10,11,0,0.137088,4,5.2067,45.1718,uW/nW,0.60,125,TT,saed05rvt_base_tt0p60v125c
full_half_add_1bit,10,0.63,0.37,11,0,0.137088,4,5.2002,59.3053,uW/nW,0.60,125,TT,saed05rvt_base_tt0p60v125c
full_half_add_1bit,10,0.63,0.63,11,0,0.137088,4,5.1939,74.4412,uW/nW,0.60,125,TT,saed05rvt_base_tt0p60v125c
full_half_add_1bit,10,0.63,0.90,11,0,0.137088,4,5.1873,91.7440,uW/nW,0.60,125,TT,saed05rvt_base_tt0p60v125c
full_half_add_1bit,10,0.90,0.10,11,0,0.137088,4,7.4328,45.1718,uW/nW,0.60,125,TT,saed05rvt_base_tt0p60v125c
full_half_add_1bit,10,0.90,0.37,11,0,0.137088,4,7.4234,59.3053,uW/nW,0.60,125,TT,saed05rvt_base_tt0p60v125c
full_half_add_1bit,10,0.90,0.63,11,0,0.137088,4,7.4144,74.4412,uW/nW,0.60,125,TT,saed05rvt_base_tt0p60v125c
full_half_add_1bit,10,0.90,0.90,11,0,0.137088,4,7.4051,91.7440,uW/nW,0.60,125,TT,saed05rvt_base_tt0p60v125c
full_half_add_1bit,50,0.10,0.10,11,0,0.137088,4,886.9892,45.1718,nW/nW,0.60,125,TT,saed05rvt_base_tt0p60v125c
full_half_add_1bit,50,0.10,0.37,11,0,0.137088,4,885.9509,59.3053,nW/nW,0.60,125,TT,saed05rvt_base_tt0p60v125c
full_half_add_1bit,50,0.10,0.63,11,0,0.137088,4,884.9510,74.4412,nW/nW,0.60,125,TT,saed05rvt_base_tt0p60v125c
full_half_add_1bit,50,0.10,0.90,11,0,0.137088,4,883.9128,91.7440,nW/nW,0.60,125,TT,saed05rvt_base_tt0p60v125c
full_half_add_1bit,50,0.37,0.10,11,0,0.137088,4,3.1131,45.1718,uW/nW,0.60,125,TT,saed05rvt_base_tt0p60v125c
full_half_add_1bit,50,0.37,0.37,11,0,0.137088,4,3.1092,59.3053,uW/nW,0.60,125,TT,saed05rvt_base_tt0p60v125c
